username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Driver X,1571034380185014273,"Seattle, WA",2023-01-24 11:50:21,@Ms_Xtina It came about because the women in the Olympics were wearing the same and then college girls began adopti… https://t.co/vMZTP0qtIc,0,Twitter for iPhone,
Shawn Hereth,1590608720027082753,"Seattle, WA",2023-01-24 11:09:43,@Scary7Dr @TheRoyalRant @scottstocker4 @ogilville1 @LummHandy @SkepticalMutant @MaureenStroud @JonathanHannah… https://t.co/wc6b3HCJK0,0,Twitter for Android,
Driver X,1571034380185014273,"Seattle, WA",2023-01-24 10:25:02,@MadScientistFF That every job worth having requires a college education,0,Twitter for iPhone,
.,2434689973,"Seattle, WA",2023-01-24 10:12:07,@LeftAtLondon The first message I ever got on tinder when I got to college was a woman asking me if she could stack… https://t.co/L2hcy63UOp,0,Twitter for iPhone,
SeattlePD Nora3,743524081,"Seattle, WA",2023-01-24 10:04:01,"Beat: N3, NUISANCE - MISCHIEF at 100XX BLOCK OF COLLEGE WY N reported on 1/24/2023 1:56 AM, Call# 23000022424",0,SPD Beat N3,
Geek Avenger 🇺🇸🎮🏋️‍♂️🥃🐸✝️,1443717943590731781,"Seattle, WA",2023-01-24 09:56:40,"@Todd_Peterson_1 Rich parents.  In Seattle, there is a community college that seems to radicalize a large swath of… https://t.co/PN3ka3AWOF",1,Twitter Web App,
Vid Hardt Is Not a Parody,1487089554909659139,"Seattle, WA",2023-01-24 08:55:02,@richsignorelli @BarExamTutor @Harvard_Law In kindergarten at Hunter College Elementary School she told us that bet… https://t.co/kUQE1XVe1C,0,Twitter for Android,
Cameron Lee Cowan M.A.,18222504,"Seattle, WA",2023-01-24 08:42:56,@laurenancona Goddard college offers something like that.,0,Twitter for iPhone,
J.G. Bigman,1440183275905945606,Bellevue,2023-01-24 07:59:18,14 year old high school freshman says he’s committed to a frozen tube you rub against your SOLE over going to public college,0,Twitter for iPhone,
Jeremy Schumacher,258522440,"Edmonds, WA",2023-01-24 07:58:05,@HolyRoller59 @seattletimes @AmondoZhou This coming from a person that presumably attended a private college in Spo… https://t.co/ZntUwyFNWh,0,Twitter for iPhone,
SeattlePD Nora3,743524081,"Seattle, WA",2023-01-24 07:34:02,"Beat: N3, ASSAULTS, OTHER at 100XX BLOCK OF COLLEGE WY N reported on 1/23/2023 7:14 PM, Call# 23000022194",0,SPD Beat N3,
Anthony C,30344118,"Seattle, WA",2023-01-24 07:25:58,@jenzfc College professors all over will be trading in their Nissan LEAFs.,0,Twitter for Android,
Pedro Domingos,3270678680,"Seattle, WA",2023-01-24 07:11:16,College students are biased against male professors when female ones are in the majority. (Now imagine K-12.) https://t.co/phRVPVJos4,1,Twitter for iPhone,
FLETCH,1189310368935317504,"Seattle, WA",2023-01-24 07:04:48,"@Taquito1x @highrfn @fiftypingdom @CreepWtff @cqrson @pandatristen im talking about beaches and other things, im pr… https://t.co/HRDqwGKYgC",0,Twitter Web App,
Zealous,955088003826929664,"Seattle, WA",2023-01-24 06:58:49,I finally went through and recycled a bunch of notes and papers I got from high school and College. I never reread… https://t.co/hGSOl566jj,0,Twitter for Android,
FLETCH,1189310368935317504,"Seattle, WA",2023-01-24 06:52:45,"@Taquito1x @pandatristen @fiftypingdom @highrfn @CreepWtff tristen is already 18 im 18 in a few months, this is for… https://t.co/za2or09oSy",0,Twitter Web App,
Alayna._Multi,1522901523608526853,Seattle,2023-01-24 06:52:45,@Jayecane i'm in senior year rn preparing for college i work 2 jobs and it barely helps we can't afford food i hate… https://t.co/pbuZqdsZkS,0,Twitter Web App,
Aaron (Feelin' Film) at Sundance,276729593,"Seattle, WA",2023-01-24 06:50:44,"STEPH CURRY: UNDERRATED is a heartfelt, honest journey through Steph's career to this point and also his decision t… https://t.co/Ecz2CMxAcT",4,Twitter for Android,
Jeremy Schroder,80113464,"Bothell, WA",2023-01-24 06:42:36,"@kmasterman @DavisHsuSeattle Are you though? Wasn’t a big college star, didn’t play much until JR year, didn’t put… https://t.co/PY2plQo641",0,Twitter for iPhone,
pronounced rēgan,411163480,"Seattle, WA",2023-01-24 06:31:49,@prettylieb @philthatremains Well she’s in college and he’s 47 so? Of course she’s in a dorm. But yes she’s the wei… https://t.co/q4xgypyojD,0,Twitter for iPhone,
Mateo,37349868,"Seattle, WA",2023-01-24 06:11:53,This was my bedroom senior year of college https://t.co/MhJVgtQ7un https://t.co/NFzsLR38BW,0,Twitter for iPhone,
College Football Classics,1299468139634147328,"Seattle, WA",2023-01-24 06:03:47,"College Football on CBS promo (2009)
#1 Florida vs #2 Alabama https://t.co/yUKR4gMzKs",13,Twitter for iPhone,
Kris,163923801,"Seattle, Washington",2023-01-24 05:54:15,@TheeNelDog @cmikesspinmove @karatemanchan37 @trichesfaucons Plus Stroud had by far best WRs in college,0,Twitter for iPhone,
Aziza,2608445002,"Lynnwood, WA",2023-01-24 05:46:28,"@Jinga11s @JlhNeuro If that's code I am too stoned or dumb to get it. Just knew a dude in college that ""found"" a si… https://t.co/h1XKdT7zgr",0,Twitter for Android,
Gary Kezele,187988524,"Seattle, WA",2023-01-24 05:45:19,@FoursideKM There is a difference between printing colors and traditional color wheel primaries. Go to any art coll… https://t.co/BJMaVk5axJ,0,Twitter for iPhone,
(#0000ff)✿Rose✿,233515104,"Seattle, WA",2023-01-24 05:32:31,"the conservs scream about 'teenage pregnancies' but...steal the kids from such often, claiming the parents are 'sti… https://t.co/ENzy21fMi5",0,Twitter Web App,
(#0000ff)✿Rose✿,233515104,"Seattle, WA",2023-01-24 05:21:25,"it's kind of funny~
if you plot the 'average age when kids are born of parents' versus 'amount of kids' you may fin… https://t.co/KkAw258NnG",0,Twitter Web App,
Andrews Dad,313004744,Seattle,2023-01-24 05:20:13,@ninaturner So you think college employees shouldn’t get paid?  I’m thinking you will get more traction with this i… https://t.co/0IA2VVpKGy,0,Twitter for iPhone,
Jim Shapiro,23170348,"Seattle, Washington",2023-01-24 04:50:49,All this talk about 2025 recruits needing to be patient with recruiting is pure comedy. Get in line boys. Plenty of… https://t.co/KnylgVTTSs,0,Twitter for iPhone,
Friends Of WPC Nepal,449147917,"Seattle, WA, United States",2023-01-24 04:46:25,"Empower Women and Girls on International Women's day!
Our goal is to raise $25,000 to provide 24 women with financi… https://t.co/IlNASGENJx",0,Twitter Web App,
Luke Arkins,292089245,Seattle,2023-01-24 04:42:00,Included in this edition of #Mariners Consigliere is a fun fact about the HBP totals of Ty France and his college c… https://t.co/bZF7famIpW,0,Twitter for iPhone,
The Third,370580820,"Seattle, Wa ",2023-01-24 04:32:50,My college roommate and goofy ass homie moved to Texas and now anytime he acts up I tell him I’m gonna report his a… https://t.co/1Wi3vZk2XR,0,Twitter for iPhone,
Cary Williams,1371837139126718473,"Seattle, WA",2023-01-24 04:27:18,@leveon38 @trumplostsuckit @Seahawkgamer16 I was born in Fremont - moved to Elk Grove in 3rd grade. Came to Seattle… https://t.co/9ZdxshNczW,0,Twitter for iPhone,
"Don Gher, CFA",1123385778946490368,"Bellevue, WA",2023-01-24 04:13:54,@JenniferHannuk3 @GoldenAcesBball @BlayneSisson I didn’t know Bud was Blayne’s granddad! When my High School Coach… https://t.co/dmdZxfCvLR,0,Twitter for iPad,
Cary Williams,1371837139126718473,"Seattle, WA",2023-01-24 03:46:27,@leveon38 @trumplostsuckit @Seahawkgamer16 I was born and raised in CA - moved here to go to college - my dad is a… https://t.co/GlG8hwfQ1k,0,Twitter for iPhone,
KOMO News,16086928,"Seattle, WA",2023-01-24 03:24:00,DeSantis said his administration rejected the College Board's Advanced Placement African American Studies course be… https://t.co/ziQHDnkzX4,4,TweetDeck,
Anne Zanne Silver 🤗,3038566908,"Seattle, WA",2023-01-24 03:16:52,And another that I went back to and updated for the season! I'm so excited for this one cause it reminds me of scre… https://t.co/QFTzyIeGeR,0,Twitter for iPhone,
206 Hoops,210729965,"Seattle, WA",2023-01-24 03:11:55,"@Tpolish I'm not counting guys only here 1 season (Stewart, Brown) in the development debate. Nowell did improve bu… https://t.co/2C50fKpHZd",0,Twitter for Android,
Django Wexler,509381670,"Seattle, WA",2023-01-24 03:09:51,@flglmn I knew a fair number of people in college who would have killed for something like that.,0,TweetDeck,
BREAKFAST ALL DAY Food Truck,1356419267558731781,"Seattle, WA",2023-01-24 03:03:04,"🗓 TMRW 9am-1pm @ Highline College Food Truck Schedule (2400 S 240th St, 98198)",0,StreetFoodFinder.com,
@polishcuisineonwheels,1219460930876002306,"Seattle, Wa",2023-01-24 03:03:02,"🗓 TMRW 11am-2pm @ Highline College Food Truck Schedule (2400 S 240th St, 98198)",0,StreetFoodFinder.com,
motomotoyama 🦖🦈,16580103,Seattle,2023-01-24 03:02:16,"There are lots of chickens in this area, but it’s just part of living in Honolulu, just like hearing the college br… https://t.co/qoZMtGALDG",0,Twitter for iPhone,
Dan Raley,915438553428922368,Seattle,2023-01-24 02:47:52,"The Huskies have lost a 2024 commit from an Arizona edge rusher. Notre Dame visited him today. 
https://t.co/HZtMHc9Oho",0,Twitter Web App,
Dan Raley,304967071,Seattle,2023-01-24 02:47:37,"The Huskies have lost a 2024 commit from an Arizona edge rusher. Notre Dame visited him today. 
https://t.co/MJPFKWt1AP",0,Twitter Web App,
FLETCH,1189310368935317504,"Seattle, WA",2023-01-24 02:44:45,"As i will be moving to california in the fall for college, me and @pandatristen will be looking for a roommate or 2… https://t.co/HbzpKUKGF0",1,Twitter Web App,
SeattlePD Nora3,743524081,"Seattle, WA",2023-01-24 02:44:02,"Beat: N3, ASSAULTS, OTHER at 100XX BLOCK OF COLLEGE WY N reported on 1/23/2023 5:23 PM, Call# 23000022110",0,SPD Beat N3,
Ben Stahl,602087047,Seattle,2023-01-24 02:38:59,"@TheNBACentral @Oregonian Bro we’re talking about college. He’s plenty good enough. Not only that, but he’s a big e… https://t.co/vJKMox8Sdf",0,Twitter Web App,
ONLINE CHEMISTRY TUTOR (HW/CLASS/EXAM HELP) 📚,1408858617135177728,"Seattle, WA",2023-01-24 02:37:38,"We provide quality, affordable and reliable academic help to busy College and University Students.

Hmu for help wi… https://t.co/nV2WleJGP9",0,Twitter for Android,
206 Hoops,210729965,"Seattle, WA",2023-01-24 02:25:57,"@Tpolish That would definitely help, but not sure how much continuity there is in all of college bball these days.… https://t.co/SJ6PH0QFt2",0,Twitter for Android,
john carpenter's ghosts of tár,184080033,"seattle,wa",2023-01-24 02:13:57,the most accurate thing about the sopranos is them understanding bard is just the biggest dorkass college in the tri-state area,0,Twitter for Android,
FSD Noobie,48128089,"Seattle, WA",2023-01-24 02:06:32,"@gratefulkim66 @WR4NYGov Lost count on this one, easily 20 times, was projectionist in college, ran this many weekends.",0,Twitter for iPhone,
PurplPineapple existing to bother memoryhallows,873393526138060801,Under the sea,2023-01-24 02:05:40,love that florida and college board are fighting bc they are both my mortal enemies and this makes my job much easier,0,Twitter Web App,
Sashka Sukamo 🔜 AC,1130926790967300096,"Redmond, Washington, USA",2023-01-24 01:48:12,"*attends prestigious tech college*
*sees this shit in art class*
My career is a joke https://t.co/wkkfVmjSFn",3,Twitter for Android,
Dan Raley,915438553428922368,Seattle,2023-01-24 01:46:11,"Roman Tomashoff takes a look at Husky Junior Day and the pursuit of elite players, two in particular. 
https://t.co/k0abWpqfh2",0,Twitter Web App,
Dan Raley,304967071,Seattle,2023-01-24 01:45:46,"Roman Tomashoff takes a look at Husky Junior Day and the pursuit of elite players, two in particular. 
https://t.co/oZjVLnYzuU",0,Twitter Web App,
Aaron JR Ferguson,914016439,"Seattle, WA",2023-01-24 01:36:49,"It is not at all surprising that an AI would be able to answer the questions we might pose students, even at a coll… https://t.co/mNkxGKJ1Lh",0,Twitter Web App,
Michelle Hairston,2973526873,In a pineapple under the sea,2023-01-24 01:19:24,"@yourfavbot2 @MacrossCham @Long20thCentury Since 1980, cost of goods increased 300%-400%, minimum wage only increas… https://t.co/EKtqkVfMPF",0,Twitter for Android,
Noah Michael Brener,3053939734,"Seattle, WA",2023-01-24 01:08:20,@kylesockwell They should make it a spectacle like March Madness and CFP tbh. Cost-wise it isn't there yet but if c… https://t.co/xfc2vgHg41,0,Twitter Web App,
Roman Tomashoff,942348193,"Redmond, WA",2023-01-24 01:07:28,"After a huge recruiting weekend, should the Huskies be considered favorites for two elite California prospects? https://t.co/XBfFr9g4E7",7,Twitter Web App,
Jason Kline,24977727,"Seattle, WA",2023-01-24 01:01:05,@jarettscapo @TrueFactsStated I liked (didn’t love) Seven Psychopaths and Three Billboards the first time I saw the… https://t.co/NHBn5oFc85,0,Twitter for iPhone,
SeattlePD Nora3,743524081,"Seattle, WA",2023-01-24 00:54:04,"Beat: N3, PROPERTY - FOUND at 100XX BLOCK OF COLLEGE WY N reported on 1/23/2023 4:45 PM, Call# 23000022074",0,SPD Beat N3,
ScullySR☮️,789611832449257472,"Seattle, USA",2023-01-24 00:53:09,"@Mollyploofkins I hope not or my two grown married daughters who are happy, college graduates and mothers themselves didn’t thrive.",0,Twitter for iPad,
Matt,1119639945772015616,Seattle WA,2023-01-24 00:39:56,FOR COLLEGE. Is a laptop with windows better than an apple laptop? Vice versa? Or is it just preference,0,Twitter Web App,
Jenova DeBardi,1511501406355656706,"Seattle, WA",2023-01-24 00:37:47,"Idk who needs to hear this but I am only 22. Do not treat my finances like I am 30, with a college degree, a husban… https://t.co/mTAVTBlXm6",0,Twitter for iPhone,
Dan Raley,304967071,Seattle,2023-01-24 00:34:14,"The Huskies offered 3 Texans in one day, including this LB, the second from his school.
https://t.co/bBg3GPV3UO",0,Twitter Web App,
Dan Raley,915438553428922368,Seattle,2023-01-24 00:34:04,"The Huskies offered 3 Texans in one day, including this LB, the second from his school.
https://t.co/g1xvsCSxi4",0,Twitter Web App,
(#0000ff)✿Rose✿,233515104,"Seattle, WA",2023-01-24 00:16:07,"@AssignedMale I ‘wasn’t even supposed to be there’.
Elementary school was saying ‘send this 2nd grader to college m… https://t.co/ATp0LJPRSU",0,Twitter for iPhone,
🌻 Missy 🌻,1163874057865052160,"Seattle, WA",2023-01-24 00:10:05,It started back in the 3rd grade and carried through middle school. The  high school came with blatant racism. Then… https://t.co/GB4L9Auux6,1,Twitter for Android,
Carey Page,37602166,"Seattle, WA",2023-01-24 00:07:50,"@itsmerku White person. I went to college at 18, but moved back at 22 and lived with my parents until I got a job t… https://t.co/TuAhNWmxPu",0,Twitter for iPhone,
Jen Mueller,157532943,"Seattle, WA",2023-01-24 00:00:29,"The conference championship games are set in the NFL, a big upset in college hoops and a milestone watch for LeBron… https://t.co/MgNvk29dj3",0,Buffer,
Unconventionally Conventional,523333408,Somewhere near Seattle,2023-01-23 23:53:00,@mloe68 @RealMNchiefsfan That's the problem of most of his college film being against MAC competition.,0,Twitter Web App,
Aaron Heslip,707410447788474368,"Seattle, WA",2023-01-23 23:50:33,@blueforce2021 @DarrylWPerry @laurenboebert That’s not really true either. Plenty of my teachers talked about their… https://t.co/wgijMnjM2U,0,Twitter Web App,
SeattlePD Nora3,743524081,"Seattle, WA",2023-01-23 23:44:00,"Beat: N3, PROPERTY - DAMAGE at 100XX BLOCK OF COLLEGE WY N reported on 1/23/2023 3:35 PM, Call# 23000022020",0,SPD Beat N3,
Rosemary Jones,15612812,"Seattle, WA",2023-01-23 23:30:23,Assunta Ng was my first post-college editor—and taught me a lot while writing for the Seattle Chinese Post! https://t.co/JXSOxM5Cbc,0,Twitter for iPhone,
Shaun with a U,597005165,"Lynnwood, WA",2023-01-23 23:06:42,happy &amp; relieved that Aaron Goldsmith will still be calling M’s games. We as fans are lucky to have him here. outsi… https://t.co/YUV0E79SRA,3,Twitter for iPhone,
Otterly Winter Deb 🦦❄️,1056730790145355776,Puget Sound ,2023-01-23 22:58:47,"@stephc1024 @Peachfu08019815 @annavrmac @maxfeynman @ron2thez @Thiohna People start college funds for unborn kids,… https://t.co/LgVxGRRmPP",0,Twitter for Android,
Thomas Kappler 🇺🇦,112137152,"Kirkland, WA",2023-01-23 22:45:03,Me in college https://t.co/mGdjGtarOC,0,Twitter Web App,
Forlorn Muskeg 🇵🇸,983062653156208643,"Seattle, WA",2023-01-23 22:31:54,"@Chief31127 @WallStreetSilv And you’re an antivaxxer, hope you learned a clever spell to cast at college",0,Twitter for iPhone,
Kiki's DiGiorno Service,48836488,"Seattle, WA",2023-01-23 22:27:02,"@ctrlaltcassie ""Other Me"" has been aimlessly taking random classes at the same, unnamed community college for years… https://t.co/IjTci7hRJR",0,Twitter Web App,
Josh Huffines,15912893,"Seattle, Washington",2023-01-23 22:22:21,"@tim_nicolai As someone who stayed in Seattle after college, I can definitely attest to this.",0,Twitter for iPhone,
Tap: Add Husky Football,125114709,Seattle,2023-01-23 22:21:29,@dawg206 @cbellz13 It’s for sure above McDs. I enjoy going there but it’s almost strictly for hitting it on Bowl Ro… https://t.co/b0Fw2iFxBH,0,Twitter for iPhone,
Paul Francis,894748086777532420,"Seattle, WA",2023-01-23 22:16:18,"Half of WA college students face food or housing insecurity, survey finds. #waleg #waedu https://t.co/C1KTrENWdh",2,Twitter for iPhone,
heathersmoutwrites,1191471972435161089,"Seattle, WA",2023-01-23 22:11:48,"@dreviewsromance same! I read a lot as a kid and in high school, then sort of fell off in college until I rediscove… https://t.co/ixdLVXZVcd",0,Twitter Web App,
Scentscy Lifestyle,1598758532068696064,"Seattle, WA",2023-01-23 22:03:51,Dont care about her going to college i just feel like it's a good possibility  she needs a team of doctors to do li… https://t.co/98E7OvSiOT,0,Twitter for Android,
Shoreline CC,28278042,"Shoreline, WA",2023-01-23 22:00:28,"Scott Geer, who has been involved with the drama productions at Shoreline Community College, has been awarded Best… https://t.co/aFZt9Zuy5N",0,Hootsuite Inc.,
Madeline Goodwin,1279296074,"Seattle, WA",2023-01-23 21:50:05,@VABVOX Please don't blast homeschooling this way. I was HS'ed until I started college at 13. Many ppl I know &amp; stu… https://t.co/cDll7dZtTg,0,Twitter for Android,
TheLastofPax,1439099437863694337,"Seattle, WA",2023-01-23 21:49:12,Ah yes the very mature humor of college students at UW Seattle 😂😂😂😂😂 https://t.co/sikHdWW2Uy,0,Twitter for iPhone,
poopoo,1269823454737399808,"Mill Creek, WA",2023-01-23 21:49:10,@TheLege73280002 @MarkBiefeld @NFL_MNF @espn @NFL @PFF The most boring college bball team in the World,0,Twitter for iPhone,
ANTIFA Super Horse @ The Snowflake ❄,952770537599639552,"Seattle, WA",2023-01-23 21:44:26,Source: researched this exact topic for a college level presentation on magnetics. Got an A- because I had a panic… https://t.co/9zVy9nbgCA,0,Twitter for Android,
Talents West,1074791894377410560,"5800 4th ave s, seattle Wa 98108",2023-01-23 21:39:09,"No easier way to make #money for #college than dancing, Talents West has openings for #adult entertainers! The offi… https://t.co/iGMRbVw0y9",1,Twitter for iPhone,
Dan Raley,304967071,Seattle,2023-01-23 21:18:22,"Huskies offer 3 Texans in one day, beginning with this Dallas linebacker. 
https://t.co/PI6pLKXaBY",0,Twitter Web App,
Dan Raley,915438553428922368,Seattle,2023-01-23 21:18:11,"Huskies offer 3 Texans in one day, beginning with this Dallas linebacker. 
https://t.co/20DtYmR2Na",0,Twitter Web App,
charlesw_dev,1414706025307918344,"Seattle, WA",2023-01-23 21:18:09,@blackgirlbytes I'm in a similar situation. I've mostly avoided math because it was a gap in my education that I ju… https://t.co/8fvNJr2cf0,0,Twitter Web App,
Tom-o the Druid /|\,86779446,"Seattle, WA",2023-01-23 21:16:58,"@whitecatprophcy Yep, that ome burned me in Anatomy class in college🤦‍♂️",0,Twitter for Android,
Cuddle Monsta is tired of the games people play,1543298231521513472,Seattle,2023-01-23 21:15:11,@JagermeisterUSA Where did I put my usb from college?,0,Twitter Web App,
The Hawks Nest,1526327153876344833,"Seattle, WA",2023-01-23 21:15:09,"@PFF_College This is NOT what Big Board means. You getting into the mock game, call it a mock. ✌ #NFLDraft",0,Twitter for Android,
Jeff B,301247619,Puget Sound,2023-01-23 21:12:49,@InchesNFL @Tranracialangel Main character dude (Joel McHale) played tight end for UW Huskys in college and apparen… https://t.co/bXmFTutjf7,0,Twitter Web App,
Dan Raley,304967071,Seattle,2023-01-23 21:11:25,Morgan is a name synonymous with UW football. He's working on bringing another one on board from Texas down the roa… https://t.co/M7mgqv6Yko,0,Twitter Web App,
Dan Raley,915438553428922368,Seattle,2023-01-23 21:09:22,Morgan is a name synonymous with UW football. He's working on bringing another one on board from Texas down the roa… https://t.co/rocZGn1Ey1,0,Twitter Web App,
k311yc0,1596996663914418177,Seattle,2023-01-23 21:05:47,I think one of the things the happy hardcore scene could really use is social media influences . When I was in coll… https://t.co/U0oKo1FbWA,0,Twitter Web App,
Christina Wong,15765367,"Seattle, WA",2023-01-23 20:53:17,TY to @seattletimes for covering new report finding nearly 1 in 2 community college &amp; 4 yr university students are… https://t.co/medu3S8tYC,2,Twitter Web App,
Conor Kelley,2233505528,"Seattle, WA",2023-01-23 20:46:42,At the time I literally had like $10 in my account and this MF had the audacity to tell me he should have been paid… https://t.co/hRg1T7NoWX,0,Twitter for iPhone,
Him Jones,852594863727976448,"Seattle, WA",2023-01-23 20:37:39,"My whole life, fell away from it as I chased sports through college/early-mid twenties but I’ve been rediscovering… https://t.co/X6iSUUqNMo",0,Twitter for iPhone,
SeattlePD Nora3,743524081,"Seattle, WA",2023-01-23 20:34:05,"Beat: N3, PROPERTY - LOST OR MISSING at 100XX BLOCK OF COLLEGE WY N reported on 1/23/2023 12:22 PM, Call# 23000021863",0,SPD Beat N3,
Monte Holt,1083065787185807360,"Renton, WA",2023-01-23 20:27:33,Thanks to Coach @CoachK2x4 of @wsucougarfb for stopping by to learn more about our @rentonfootball program. We appr… https://t.co/e9bE0Czs7N,3,Twitter for iPhone,
The Seattle Times,14352556,"Seattle, WA",2023-01-23 20:21:23,"Around half of Washington college students have experienced some form of either food or housing insecurity, accordi… https://t.co/tDpi0vVxrJ",12,Echobox,
clown baby,1542213184915771392,"Bellevue, WA",2023-01-23 20:15:30,thought i was done seeing bathroom graffiti when i got to college,0,Twitter for iPhone,
Jason Fink MD MPH @indeliblefink@mastodon.social,46332414,"Seattle, WA",2023-01-23 20:08:56,"@Toure I'm sorry you don't think it's ""fair"" that your kid didn't get into the same college, Karen, but you know wh… https://t.co/L4WAmfjUBC",0,Twitter Web App,
Paige,256755958,"Fremont, Seattle",2023-01-23 20:07:03,Rosie was 27 y o single mother with a new college scholarship. She contracted a deadly infection from “illegal” abo… https://t.co/3iMt2KO1wy,0,Twitter for iPhone,
James Donaldson,18369566,Seattle,2023-01-23 19:51:09,"With Houston and Kansas, the top-two teams in last week's poll, both falling at home (and No. 3 Purdue barely escap… https://t.co/zxRWGf38zA",0,Blog2Social APP,
nia ☭,909602214183714816,seattle,2023-01-23 19:36:32,cigarettes out the window (of a college dorm),0,Twitter for iPhone,
Jenny Lisk,14951399,"Redmond, WA",2023-01-23 19:32:23,WPP 020: Randah Taher’s reflections on losing her dad when she was in college — Jenny Lisk https://t.co/H3vkR2TgBO… https://t.co/3vQ273UMWy,0,Sendible,
🐚SoCal DreamGal🎙,58985136,"Seattle, WA",2023-01-23 19:31:30,@mikaylaxcvi truly perf divine timing in reading this now on my timeline bc I haven’t skipped a period since colleg… https://t.co/Fgkm3RQUQ6,0,Twitter for iPhone,
Ryan Ringdahl,6015952,Seattle,2023-01-23 19:19:38,"Michael Keaton was totally in my dream last night, except he'd bleached his hair and was a serial killer. He talked… https://t.co/orzDAsMtxC",0,Twitter for iPhone,
Aron Todd 👓,3065458884,"Brier, WA",2023-01-23 19:17:43,"@FootballGirlAna Well, if you want random bursts of of sports tweets, including baseball, college football, boxing,… https://t.co/eyt08N8g0t",0,Twitter for Android,
Ralph (truster of Brandon’s plans),822877105444847616,"Seattle, WA",2023-01-23 19:13:33,"@NapervillePol Yup, DeSantis does better with high income/college educated Republicans",0,Twitter for iPhone,
DJ Eternal Darkness,21411090,Seattle,2023-01-23 19:06:29,"@ctrlaltcassie I do. There's the Club, downtown Portales (where I went to college), the woods, a few others",0,Twitter for Android,
TMJ-SEA Intern Jobs,155265502,"Seattle, WA",2023-01-23 18:50:05,"Bellevue College is hiring in #Bellevue, WA! Click the link in our bio to apply: Intern Assistant Teacher in Early… https://t.co/50DZpmhxjP",0,CareerArc 2.0,"{'type': 'Point', 'coordinates': [-122.147935, 47.5851956]}"
Daniel Pepper,924468355054034944,"Seattle, WA",2023-01-23 18:49:39,"In blocking an AP Black studies course, DeSantis tells us who he is https://t.co/fDC0T0Fc1T",0,Twitter Web App,
ArtsJournal,36346876,"Seattle, WA",2023-01-23 18:32:02,"AI Might Doom The College Essay, But Students Have Already Moved On:

https://t.co/Nt6lOVx1Ig #arts #artsnews

The… https://t.co/GMWVxbzUWP",0,ArtsJournal feed,
Penix for Heisman,1424216108840587265,Seattle,2023-01-23 18:31:16,@JalilMammadgul1 @swalden100 @Dawgs247 Heisman is the best player in college football and if you aren’t the best on… https://t.co/03fkFbwtpm,0,Twitter Web App,
Cuddle Monsta is tired of the games people play,1543298231521513472,Seattle,2023-01-23 18:28:48,"So, I'm hunting up my college material.  Apparently all of it is contained on a couple of USB's that I have not fou… https://t.co/N7kDE6Slqd",0,Twitter Web App,
xoxo gollum girl,14902305,"Seattle, WA",2023-01-23 18:26:26,my friend in college would dip lays chips in coffee and when I told her it was gross she said every Dominican does… https://t.co/j2cv3qoJJe,0,Twitter for iPhone,
Nationwide Job Search,1101270461986496512,,2023-01-23 18:21:44,"Join the Edmonds Community College team! Our latest job opening https://t.co/60rv3tpU2l Healthworkerjobs Lynnwood, WA",0,Recruitology,"{'type': 'Point', 'coordinates': [-122.28486, 47.80278]}"
💙🇺🇸 THE ○UTCAST 🇺🇦💙,3192473749,"Seattle, WA",2023-01-23 18:17:23,"@riner69er @ChudsOfTikTok @antifaoperative @McDonalds I’m the Daughter of a retired cop, and minored in law enforce… https://t.co/poWvkiCzAY",0,Twitter for iPhone,
John Harris,117468053,"Seattle,WA",2023-01-23 18:11:08,@StuartMill1776 @rau9231 @RonFilipkowski Notice your own proof proves you wrong. Your post clearly says COLLEGE  BO… https://t.co/GgJiYgpf5R,0,Twitter for iPhone,
LAKERS4LIFENETWORK,405633513,"Seattle,WA",2023-01-23 18:07:45,"WELCOME TO THE LAKESHOW
RUI HACHIMURA PF 24YRS OLD
6'8 230LBS WITH A 7'2 WINGSPAN
COLLEGE - GONZAGA
CAREER AVERAGE… https://t.co/RFB1LP12Mf",3,Twitter for Android,
yaahcoob // Jake,1080755312238374914,"Seattle, WA",2023-01-23 18:07:40,"@michelle_lega I like taking a class with Bellevue College Continued Learning program. It was fun, but I got a disc… https://t.co/pghpWdKwDV",0,Twitter for iPhone,
Tim Benton,54471043,"Woodinville, WA",2023-01-23 18:04:33,@PFF_College Prolly Quentin,0,Twitter for iPhone,
Delfino's Pizza,346931661,"Seattle, WA",2023-01-23 18:03:05,"🗓 Today (1/23) from 🕓 11am-2pm
📍 Highline College Food Truck Schedule (2400 S 240th St, 98198)

Follow us on Street… https://t.co/OoBe9NlIvv",0,StreetFoodFinder.com,
Dan Raley,304967071,Seattle,2023-01-23 18:02:18,"Bralen Trice's 2023 UW football return still is astounding. Let us count the ways. 

https://t.co/7GBgZBGCQE",0,Twitter Web App,
Dan Raley,915438553428922368,Seattle,2023-01-23 18:01:52,"Bralen Trice's 2023 UW football return still is astounding. Let us count the ways. 

https://t.co/y5hFYuCXZc",0,Twitter Web App,
Liz 🍋,1299548310512910336,Seattle,2023-01-23 17:57:53,@vintage_fem Yes! A college friend posted on FB a picture of her two kids in masks this weekend and I immediately s… https://t.co/nzsYsRdk6v,0,Twitter Web App,
Neighbor-Hood Husky,1281821254492667912,"Seattle, WA",2023-01-23 17:54:26,@PFF_Mike @SullyFootball He broke out in College lol.,0,Twitter for iPhone,
