username,userid,profile_location,created_at,text,retweet_count,source,coordinates
FLORIDA WRITERS,1389799139492380672,New York ,2023-01-24 23:45:21,"Score A+ grade in:
📌Business law
📌Math
📌Algebra
📌Calculus
📌Statistics 
📌 Homework
📌Essay due
📌Assignment
📌Online cl… https://t.co/9R8OrzLiBs",0,Twitter for Android,
FLORIDA WRITERS,1389799139492380672,New York ,2023-01-24 23:45:15,"Score A+ grade in:
📌Business law
📌Math
📌Algebra
📌Calculus
📌Statistics 
📌 Homework
📌Essay due
📌Assignment
📌Online cl… https://t.co/k0xC0gSKhT",0,Twitter for Android,
Sports Illustrated,28370738,"New York, NY",2023-01-24 23:45:06,"Kansas State and Iowa State meet in a top-15 Big 12 battle tonight. Plus, don’t miss Lakers vs. Clippers. 

📺 Happy… https://t.co/HTwLaJMiIS",1,SocialFlow,
GL Genco,1102307243557556224,New York,2023-01-24 23:44:51,"In the last month, we've had the President's Office at Tufts, Texas Tech, Boston University, and Connecticut Colleg… https://t.co/TuMrElBVBF",2,Twitter Web App,
FLORIDA WRITERS,1389799139492380672,New York ,2023-01-24 23:44:49,"Score A+ grade in:
📌Business law
📌Math
📌Algebra
📌Calculus
📌Statistics 
📌 Homework
📌Essay due
📌Assignment
📌Online cl… https://t.co/kI2IouEpSi",0,Twitter for Android,
FLORIDA WRITERS,1389799139492380672,New York ,2023-01-24 23:44:42,"Score A+ grade in:
📌Business law
📌Math
📌Algebra
📌Calculus
📌Statistics 
📌 Homework
📌Essay due
📌Assignment
📌Online cl… https://t.co/RInARQFvWQ",0,Twitter for Android,
FLORIDA WRITERS,1389799139492380672,New York ,2023-01-24 23:44:36,"Score A+ grade in:
📌Business law
📌Math
📌Algebra
📌Calculus
📌Statistics 
📌 Homework
📌Essay due
📌Assignment
📌Online cl… https://t.co/W0m6tv33mv",0,Twitter for Android,
FLORIDA WRITERS,1389799139492380672,New York ,2023-01-24 23:44:30,"Score A+ grade in:
📌Business law
📌Math
📌Algebra
📌Calculus
📌Statistics 
📌 Homework
📌Essay due
📌Assignment
📌Online cl… https://t.co/ngmD4SsEHr",0,Twitter for Android,
FLORIDA WRITERS,1389799139492380672,New York ,2023-01-24 23:44:01,"Score A+ grade in:
📌Business law
📌Math
📌Algebra
📌Calculus
📌Statistics 
📌 Homework
📌Essay due
📌Assignment
📌Online cl… https://t.co/H56aQU3Tmo",0,Twitter for Android,
Rich Michaels,36480226,New York,2023-01-24 23:42:34,NOVO Brazil works with Southwestern College on pale ale and more beers to know this week https://t.co/WaQ1YlGkb3 https://t.co/NwE7qfAxuC,0,dlvr.it,
Uncut Blvd,1359642407567056897,"New York, USA",2023-01-24 23:41:57,"i RUINED my parents 

they were good Christians, most they ever had was one glass of wine. Ever since I came back a… https://t.co/vAGSizYoA8",0,Twitter for iPhone,
Big Theory Goth GF,17985093,"Brooklyn, NY",2023-01-24 23:41:05,This is way more based than I expected anything from the college board to be https://t.co/qHN0D7UtFW,2,Twitter for iPhone,
💫 All Basketball 365 🏀,1582791255104299008,"New York, USA",2023-01-24 23:38:57,"@AlabamaWBB signee and #ESPNW five-star prospect @CodyEssence was named a McDonald’s All-American, the organizers a… https://t.co/ZzMybSJWmT",0,Twitter for Android,
🇵🇦 RAH ⚖️,345352994,"New York, NY",2023-01-24 23:38:40,@TheClearMinded Going to a community college rather than a university,0,Twitter for iPhone,
ben,35897469,Brooklyn  NY,2023-01-24 23:36:32,⁦@nytimes⁩ ⁦@nypost⁩ ⁦@WSJ⁩ ⁦⁦@washingtonpost⁩ 2 college kids open doors at Manhattan College. Talk about special i… https://t.co/utMFimEeAs,0,Twitter for iPhone,
Kate Porter,3293349191,"New York, NY",2023-01-24 23:36:10,@KristiSchoepfer @DeaconSports He’s Israeli and likely had to do mandatory military service after high school.  Loo… https://t.co/ynpYZvVJ9P,0,Twitter for iPhone,
💫 All Basketball 365 🏀,1582791255104299008,"New York, USA",2023-01-24 23:34:09,2 of 3 @GamecockWBB 2023 signees were named McDonald's All-Americans on Tuesday. @MilaysiaFulwiley &amp;… https://t.co/HSylRNJY7f,0,Twitter for Android,
Tsvi Weil,4160211255,"New York, USA",2023-01-24 23:33:00,@mikemayer22 Look I owe my entire high school and college baseball career to RA Dickey. I loved him while he was in… https://t.co/s8oeQ5to6L,0,Twitter for iPhone,
Jeremy Wilcox,47801335,"Brooklyn, NY",2023-01-24 23:32:00,US academia— particularly at the college/university level— will be the last place on the entire Earth to move on fr… https://t.co/09HUEXX5Xr,1,Twitter for iPhone,
"Dr. Elizabeth Cohn, RN, PhD",198174235,"New York, USA",2023-01-24 23:31:46,"⁦Beyond honored and excited at our Hunter College School of Nursing Research Day Speaker, the outstanding ⁦… https://t.co/YwSc3JfF9x",3,Twitter for iPhone,
Kyle Ferguson,1337563170433605634,"New York, NY",2023-01-24 23:30:39,"""[M]ost undergraduates exit college pretty much as they enter it: scientifically and culturally illiterate; unable… https://t.co/l8hoZ0KRpa",1,Twitter Web App,
Chris Patterson,724412285763096576,"Manhattan, NY",2023-01-24 23:29:20,@MLikeTheLett3r College owns us all… 🤣 So good to see you! I’ll have one for ya!,0,Twitter for iPhone,
Todd Hirschberg,25857693,NYC,2023-01-24 23:29:12,"@VickieforNYC thank you so much Vickie 🙏🇺🇸. You’re the hardest working elected official Bayside, Whitestone and College Point has ever had",0,Twitter for iPhone,
Ingrid Naranjo,50757758,"New York, USA",2023-01-24 23:26:59,As we observe #internationaldayofeducation I can only celebrate Lehman College's Leadership Programs. As a former g… https://t.co/uYRyrUQxLJ,0,LinkedIn,
Jon Rothstein,85605195,NYC,2023-01-24 23:26:18,"INSIDE COLLEGE BASKETBALL coming up @CBSSportsNet at 6:30 PM ET with me, Brent Stover, @Gillenhoops, and… https://t.co/R4lUvzigCz",0,TweetDeck,
Nationwide Job Search,1101270461986496512,,2023-01-24 23:25:55,"We're hiring! See our latest job opening: Baruch College Fund Accountant https://t.co/jIW8pAZAk9 New York, NY",0,Recruitology,"{'type': 'Point', 'coordinates': [-73.987907, 40.742272]}"
Edoardo Ballerini,57982342,"New York, NY",2023-01-24 23:23:27,"For the record, I have no classified documents in my home. I do have some journals from my college years that shoul… https://t.co/TQkDDjhhXr",0,TweetDeck,
Maliika Walker,128884634,"New York, NY",2023-01-24 23:22:52,Dr. Dunn already set a team to manage his finances and endorsements. Adults were managing his affairs without his k… https://t.co/k826zhcSLU,0,Twitter for iPhone,
Ben Stevens,187073718,"New York, USA",2023-01-24 23:17:48,"The age a 37-yr          Georgetown’s            
old guy                        current losing
pretends to be… https://t.co/KoPHLiTM3k",0,Twitter for iPhone,
Vic Monte,1587658095689404417,New York,2023-01-24 23:16:14,🏀Tuesday College Basketball Winner https://t.co/wFn213wGMW,10,Twitter for iPhone,
Jacqui,175327370,"New York, NY",2023-01-24 23:15:53,@martindale_kari @glennEmartin I ended up reading it academically in college because of its role in Renaissance art and architecture.,0,Twitter for iPhone,
Compass Media,3319519569,"New York, USA",2023-01-24 23:15:30,"IT'S TUESDAY NIGHT 🏀 #B1GTEN 🏀COLLEGE HOOPS ((ON-AIR)) 6:45PM ET *** #OHIO STATE @ #ILLINOIS ***
🎙️ @PatrickKinas… https://t.co/7A8hvRZwYw",2,TweetDeck Web App,
Maliika Walker,128884634,"New York, NY",2023-01-24 23:15:21,"Mahmoud Abdul-Rauf revealed the shadiness of college recruiting when he informed his mother, coaches, and adult sup… https://t.co/MTTbO9i1py",0,Twitter for iPhone,
BuzzFeed,5695632,New York,2023-01-24 23:15:16,Topanga really turned down a scholarship at Yale so she could go to community college with her boyfriend. Dang. https://t.co/IVK6sw5vPP,2,PubHub by BuzzFeed,
BrilliantHoops,1585973268858675200,"NY, Big Apple ",2023-01-24 23:13:26,"@jasonrmcintyre Just Urban Meyer? Obviously, a lot of coaches didn’t see it. Look at how his career went in college.",0,Twitter for iPhone,
weilan,1014813347018133504,"New York, USA",2023-01-24 23:12:33,I’m confused! If I already have a career I want what am I doing in college? Do you think there is only one format f… https://t.co/GUTjLzKpdk,0,Twitter for iPhone,
KIONA S.,1164063320581771264,"New York, NY",2023-01-24 23:10:41,Created a spreadsheet to budget &amp; compound..while being a person who hates technology… College taught me nothing ab… https://t.co/RnjelleI64,0,Twitter for iPhone,
Sailor Goon 🌙,30760362,Nueva York,2023-01-24 23:09:58,Shoutout to my college dorm roommate for introducing me to Sailing Souls 🥹 https://t.co/tjYAlMVAKc,0,Twitter for iPhone,
Aqsa Mirza 🇵🇰,95807417,"New York, USA ",2023-01-24 23:09:12,@areebahhafeez_ @_myocardium_ I live abroad and have been slogging right after I got out of college and I see other… https://t.co/GDzAVtnRGs,0,Twitter for iPhone,
Crowsong,926959970943406080,"Manhattan, NY",2023-01-24 23:08:21,"@TechSage1 If you're in highschool, nah, that's good! If you're in college or an adult, that's when like... Most pe… https://t.co/E93MeG8tF7",0,Twitter for Android,
Mingle Media Design,2371523346,New York City,2023-01-24 23:08:07,YouTube Launches New ‘Study Hall’ Initiative Which Will Enable Users to Earn College Credits Online… https://t.co/jP3xxDKd1m,0,dlvr.it,
Johanna M.🧚🏼‍♀️,59403536,NYC,2023-01-24 23:07:41,@thechosenberg Ok I found out what college that I never heard of she was referring to but now I need to know where… https://t.co/rhkdlTVh8G,0,Twitter for iPhone,
Fireside Knicks,1001924108425232385,"New York, USA",2023-01-24 23:07:06,"Congrats JB! Well deserved! We hope to see your #Knicks number retired, too, someday. https://t.co/j1RDLJ22DZ",0,Twitter for iPhone,
Queerly Femmetastic 🧜🏾‍♀️🧚🏾‍♀️🏴‍☠️,3389462776,"Brooklyn, NY",2023-01-24 23:06:12,"@AuthorWinifred 33 yo from Brooklyn, who lived in WI for college, and holds a regional karaoke championship title.… https://t.co/qZqLFuXg3o",0,Twitter for Android,
511 New York,50706690,New York State,2023-01-24 23:03:01,Cleared: Construction on #Q20ABus Both directions from 20 Av/131 St to College Pt Bl/15 Av,0,511NY-Tweets,"{'type': 'Point', 'coordinates': [-73.837679, 40.781696]}"
511 NYC Area,52272942,New York City,2023-01-24 23:03:01,Cleared: Construction on #Q20ABus Both directions from 20 Av/131 St to College Pt Bl/15 Av,0,NYRegions,"{'type': 'Point', 'coordinates': [-73.837679, 40.781696]}"
The Chicest Windchime,363392770,"Manhattan, NY",2023-01-24 23:01:26,"@abl540 @LisaBarlow7 She only brought Jennie on, Jen shah brought Angie K on since they were friends from college.… https://t.co/k2cQaoJJAq",0,Twitter for iPhone,
NYCT Bus,69797010,New York City,2023-01-24 22:59:52,Southbound Q65 buses are no longer detoured after construction on 15th Ave between 114th St and College Pt Blvd cle… https://t.co/wdFrliPlwf,0,MTA Buses Service Alerts,
dulapeep,22701976,"New York, USA",2023-01-24 22:59:04,"whenever i see a dorm room with mold, mildew bugs or anything i am and bewildered. i would have immediately called… https://t.co/6diI6FjMcA",0,Twitter Web App,
Dave,167927318,"Queens, NY",2023-01-24 22:56:22,@JuliaManhattan That's great. I'm a Belushi fan going back to Saturday Night Live in the 70s when I was in college.,0,Twitter for Android,
Sports Illustrated,28370738,"New York, NY",2023-01-24 22:55:44,Bronny James and DJ Wagner headline the McDonald’s All-American Game rosters https://t.co/CJLZJCTXdq,10,TweetDeck,
Jim Maisano,143157367,"New Rochelle, NY",2023-01-24 22:55:00,Here's link to listen to my radio show for this week -  @CollHoopsChat w/ @DalyDoseOfHoops @phil_dex_sports… https://t.co/LpzBMe1jcV,6,Twitter Web App,
PissedOffLawyer,965079662790627328,New York,2023-01-24 22:53:46,"@davemeltzerWON as someone who was a hardcore fan as a teenage, i stopped watching in college, even though i still… https://t.co/NXqlZ0ven5",0,Twitter for Android,
Arglye,1067255584649633798,New york,2023-01-24 22:53:45,"@Hxsykhia @Ellaynuhh Nah it don’t matter, but u need it for college apps and applications",0,Twitter for iPhone,
Child Art,1498394380591374348,"New York, USA",2023-01-24 22:52:03,Check out Gerald Willis III 2019 Panini Contenders Draft RC College Ticket AUTO Rookie https://t.co/ZKStLEYmf4 #eBay via @eBay,0,Twitter for iPhone,
ıɔɐɹʇ,440139087,New York,2023-01-24 22:51:51,@notnotphoebe this is literally me but with my college essays,0,Twitter for iPhone,
Terina Nicole,89112872,NJ/Philly/NYC,2023-01-24 22:50:51,"My son’s sticker/pin machine is now at @theturquoisecup located at 325 High St in Burlington, NJ! There you can pai… https://t.co/zuxx2HriAO",0,Twitter Web App,
Kitsa,280827956,New York City,2023-01-24 22:50:40,@justLinkaboutit @wayne__kearns @utahhouse21 @StephenKing Mein Kampf is t generally taught until certain college hi… https://t.co/AYQTqQEIZN,0,Twitter for iPhone,
PissedOffLawyer,965079662790627328,New York,2023-01-24 22:48:53,@FrankLaRose this would be a reasonable position if the GOP also supported making it easy &amp; free (or at least cheap… https://t.co/Ngsr3xHIF5,0,Twitter for Android,
K. Alex,1098401288,New York,2023-01-24 22:47:28,@TiredBlackManVI @PFF_College Only one trying to push a narrative is you man. Did you even watch him play at Florid… https://t.co/3D5gRvIi3z,0,Twitter for iPhone,
CigarBaba,1513187976167178241,"Brooklyn, NY",2023-01-24 22:46:56,"@BuzzCityB Not crazy to me, he wasn’t sure fire anyway. 

Also this game doesn’t mean anything, how these kids do i… https://t.co/KvjjJHbjKo",0,Twitter for iPhone,
Kaylyn 🦁,1005998012739571712,"New York, USA",2023-01-24 22:46:25,"Crazy how I grew up hearing jersey club and appreciated it, College made me feel like it was dragged tf out and I u… https://t.co/Irc2UiCHnj",0,Twitter for iPhone,
The 74,3301029022,"New York, NY",2023-01-24 22:46:01,"Opinion: Schools, colleges and students' families must make clear that while ChatGPT is fine for structuring colleg… https://t.co/LguHLnIIvd",1,Buffer,
K. Alex,1098401288,New York,2023-01-24 22:44:51,@yuilopsy @DrewDamnjanovic @CNOEL23 @PFF_College The receivers weren’t necessarily the problem tho. He struggled wi… https://t.co/yvBeqHU6qT,0,Twitter for iPhone,
Mike DeFrancisco,158523512,New York,2023-01-24 22:44:13,@gtconway3d Government officials need to be forced to live in college dormitories and only get access to classified… https://t.co/X8IROaj7P9,0,Twitter for iPhone,
RocheCorp Heavy Industries,171359002,"New York, NY",2023-01-24 22:43:51,"What’s the bigger resume red flag, northwestern mutual or college pro painters?",0,Twitter Web App,
CigarBaba,1513187976167178241,"Brooklyn, NY",2023-01-24 22:43:20,@BuzzCityB They’re all within the same range and again these ranking sites are all opinion based they have no merit… https://t.co/wmc6lsUqv3,0,Twitter for iPhone,
Maria✨ 🏳️‍🌈🇩🇴,872274846301945857,New York,2023-01-24 22:41:17,"I dont give a fuck, Im gonna use MnK in College CoD
Controller players literally use Dynamic + Black ops aim assist… https://t.co/dA7OzDQmAH",0,Twitter Web App,
K. Alex,1098401288,New York,2023-01-24 22:38:26,@TiredBlackManVI @PFF_College Did you actually watch the games lol? Pearsall is great and Shorter was reliable for… https://t.co/QcrrYhTAIt,0,Twitter for iPhone,
🏴‍☠️👑,708287311893635073,"New York, NY",2023-01-24 22:37:45,@DamiensRegicide @criticalurban Strange how millions of people love visiting Disney Land and frequently reminisce a… https://t.co/r4Jezatp4M,0,Twitter for Android,
Dan burke,835897889465364480,"Yonkers , NY",2023-01-24 22:37:44,@DianneW94778440 @VoluntaryTruth @ericareport Of course he had the right to be there. No question. There’s a reason… https://t.co/RfS3P9J6Ke,0,Twitter Web App,
David Dillon,21024584,"Brooklyn, NY",2023-01-24 22:37:38,@MarkMuro1 @MarthaHRoss @laveabrachman @mcccd @ecmcgroup @joeparilla Here's a news piece: https://t.co/xC9lpEmnVV… https://t.co/ZHUAe8iPz8,0,Twitter Web App,
Dave Davenport,1086483567591505920,"Manhattan, NY",2023-01-24 22:37:18,@Trump716 @Dotster2022 College professors and their ultra-rich donors!,0,Twitter for iPhone,
K. Alex,1098401288,New York,2023-01-24 22:34:59,@DrewDamnjanovic @CNOEL23 @PFF_College He’s definitely got a ton of talent that’s for sure. As a Florida fan I kept… https://t.co/Vby1RAK8KB,0,Twitter for iPhone,
Azora Zoe Paknad,1493686080415141894,nyc,2023-01-24 22:33:28,@parisianysl do they teach you about hyperbole in college?,0,Twitter Web App,
511 New York,50706690,New York State,2023-01-24 22:33:20,Updated: Construction on #Q65Bus SB from 15 Av/114 St to College Pt Bl/25 Rd https://t.co/V8SYAe8ZUL,0,511NY-Tweets,"{'type': 'Point', 'coordinates': [-73.852956, 40.783874]}"
Daily Mail US,380285402,New York,2023-01-24 22:32:01,Five students killed in fiery head-on crash on their way home from Bible college in Wyoming https://t.co/GpDlpymwF3,3,SocialFlow,
Rotheshooter/Twitch 🌹,226698760,New York City,2023-01-24 22:31:32,@WeThePeople1_TV @JasmineChiangg @emilyjkrol Yo peep thanks for loaning me 60k to pay my college tuition you rock ✊🏾. Beautiful couple,0,Twitter for iPhone,
K. Alex,1098401288,New York,2023-01-24 22:31:05,@TiredBlackManVI @PFF_College I watched every game he played at Florida and that’s not true at all. OLine wasn’t ba… https://t.co/IZ3CbAL9Lk,0,Twitter for iPhone,
Wall Street Journal Opinion,7228682,New York,2023-01-24 22:30:06,"Should convicts wear GPS tracking? Hear what college students think in our Snapchat series Future View.
https://t.co/MJrjKEVLdR",0,SocialFlow,
PRESS PLAY,2716245855,"Elizabeth, NJ",2023-01-24 22:27:24,@OnlyGoodLive @bbrewerstandup @ElaniKitten Women leave their marriages 70% of the time and 90% if college educated,0,Twitter for iPhone,
K. Alex,1098401288,New York,2023-01-24 22:27:01,@DrewDamnjanovic @CNOEL23 @PFF_College Fair points but I wouldn’t risk it,0,Twitter for iPhone,
@knicks_S.N.O.B ®,1296565987827949570,New York City,2023-01-24 22:25:01,"@NiikaiWells @nyknicks When was his last altercation in the NBA? January 21, 2022 against Caruso of the Bulls. A ye… https://t.co/3954ggVjQ3",0,Twitter Web App,
NYC Kids RISE,896056595582529545,New York City,2023-01-24 22:23:21,"Bensonhurst is saving for the future! Inspiring #NYCScholarshipMonth event today at P.S. 748K, where school staff +… https://t.co/TFlkYUFb79",1,Twitter Web App,
Brian Munguia,2309094520,New York,2023-01-24 22:21:57,It’s time for Brooklyn College basketball! @bklyn_bulldogs vs @MECCougars ! The Battle of Bedford Avenue! Tune in r… https://t.co/Ws4IUj9AXw,0,Twitter for iPhone,
K. Alex,1098401288,New York,2023-01-24 22:20:33,@TiredBlackManVI @PFF_College He’s a 50% passer…,0,Twitter for iPhone,
Christian,1384540519343271945,"New York, USA",2023-01-24 22:20:21,@DoubleVodkaDon The checkmate was Coach O getting fired. All of it is more a shot at LSU than genuine love for Ohio… https://t.co/9sGgmincIk,0,Twitter for iPhone,
K. Alex,1098401288,New York,2023-01-24 22:20:03,@PFF_College Richardson has major accuracy problems. That’s not gonna get any easier in the NFL,0,Twitter for iPhone,
James Withers,80365738,"New York, New York",2023-01-24 22:19:12,"@CreacyHarold He was always wrong from his first work, ""Illiberal Education."" But not racist and grifty. That came… https://t.co/KpuVwBcGOO",0,Twitter Web App,
K. Alex,1098401288,New York,2023-01-24 22:18:53,@DrewDamnjanovic @CNOEL23 @PFF_College Accuracy has been a problem for Richardson. And might always be,0,Twitter for iPhone,
IranHumanRights.org,47635420,New York,2023-01-24 22:18:47,Students peacefully protested against arbitrary and unjust disciplinary measures against fellow student protesters… https://t.co/dLrO5dkGVS,69,Twitter Web App,
RJ Drunkett,870066240659890176,"Bronx, NY",2023-01-24 22:16:18,@RayJones412 @JulieanneGilch1 I didn’t watch him that year but that’s a wild take. Lmfao. Most these players play t… https://t.co/s2g2n15JTl,0,Twitter for iPhone,
Michael Caley,2161539356,"Brooklyn, NY",2023-01-24 22:15:52,"@ZahAlienRah @MRThompson9 @TheM_L_G I watched it every week in college, I still defend it for the most part as very… https://t.co/QDKRgbg4K5",0,Twitter for Android,
Aaron Marcelineo,1330514351082463232,"New York, USA",2023-01-24 22:15:35,YouTube Launches New ‘Study Hall’ Initiative Which Will Enable Users to Earn College Credits Online.… https://t.co/0IHRWTSNsB,0,Conte.ai,
SportsGridTV,14993335,10016,2023-01-24 22:15:30,"Full slate of College Basketball tonight.

@CoachYoungNJ has the picks; @FDSportsbook has the odds! Let's get that… https://t.co/I200SCj5W7",1,Twitter Web App,
Jalexin “Jah” Pimentel,1092296015351296000,"Little Ferry, NJ",2023-01-24 22:15:17,"Transfer Portal WR

3.8 College GPA
4 Years of eligibility 
Highschool Film: https://t.co/uO763eEYiM
2021: North Je… https://t.co/Xfz6JHv2tT",3,Twitter for iPhone,
The Paris Review,71256932,"New York, NY",2023-01-24 22:11:49,"“I would be thirty soon, and I was a college dropout living in a wack neighborhood, working a wack call-center job… https://t.co/DpA8Gjpy6D",1,Twitter Web App,
The New York Times,807095,New York City,2023-01-24 22:10:11,"Until 2021, college athletes couldn’t receive any benefits linked to their playing a sport. Now that they can cut s… https://t.co/AIJvvkg0Xd",12,SocialFlow,
𝔻𝕒𝕣𝕣𝕖𝕝𝕝 𝕃𝕠𝕟𝕘,8953042,New York,2023-01-24 22:09:44,"@Jim_Jordan Since no person is illegal, Gym, this isn't a thing that's quantifiable. What we can say though, with c… https://t.co/63e2LXVnTW",0,Twitter for Android,
FORTUNE,25053299,New York,2023-01-24 22:04:02,The governor said the course violates legislation dubbed the Stop WOKE Act he signed last year.  https://t.co/qgXik44Cuk,0,SocialFlow,
CigarBaba,1513187976167178241,"Brooklyn, NY",2023-01-24 22:02:40,"@Aceboykwon Bro is going to surprise a lot of people in College. He won’t be a superstar, but will do much better t… https://t.co/RJZAlDKujJ",0,Twitter for iPhone,
PIX11 News,9542972,"New York, NY",2023-01-24 22:01:53,Boogie Fland's team-first attitude brings in college offers as the HS junior ranks in ESPN's top 10 in the Class of… https://t.co/tqvlI4lmQv,2,TweetDeck,
oh fiddlesticks,823719391502204928,"New York, NY",2023-01-24 22:00:00,I love all the black friends I made in college 🥰,0,Twitter for iPhone,
CollegeAccessCenter,1327588933,"Bronx, NY",2023-01-24 21:58:55,"If you are a College Access Center Alum wanting to go back to college or to pursue another postsecondary pathway, p… https://t.co/WkuU7Pds5K",0,Twitter Web App,
Ashwinn,371092470,"New York, NY",2023-01-24 21:58:22,@AntonioCCollins yes this is huge and one of the reasons we think college was the best time of our lives (in Americ… https://t.co/kGxHDzkBpO,0,Twitter Web App,
The Degenerate,1308887207063814145,NYC,2023-01-24 21:57:26,"As someone who’s watched MAYBE 5 college basketball games this year, here are my power rankings:

1. Alabama 
2. UC… https://t.co/Uz4J3FarQS",0,Twitter for iPhone,
(Yes We) Can of Worms,384032940,"New York, USA",2023-01-24 21:56:46,@staceyabrams HBCS sounds really racist.  Whites and Asians can't attend a black college.  This is reverse racism.,0,Twitter for Android,
Hip Hip Jorge,1526691198664118273,"New York, USA",2023-01-24 21:56:12,We have this on my college campus now https://t.co/X3WlTfypEA,0,Twitter for iPhone,
The Degenerate,1308887207063814145,NYC,2023-01-24 21:55:42,"As someone who’s watched MAYBE 5 college basketball games this year, here are my power rankings:

1.Alabama 
2.UCLA… https://t.co/46IAEb9Neq",0,Twitter for iPhone,
Rojo Perez,112251088,"New York, NY",2023-01-24 21:54:28,"I feel like College Dropout Kanye every time I walk out of a pitch meeting

""I played them Jesus Walks!""",0,Twitter for Android,
life with al,1482824816101052416,new york,2023-01-24 21:51:41,my dad died today he was a stock and crypto billionaire I was his only kid and because my mom is already a billiona… https://t.co/F8srdxY1rM,0,Twitter Web App,
brian,968242508,Philly/NYC,2023-01-24 21:51:14,@_DennisMorris I read this 3 times. It's what I used to call the rap Bible in college. It helped me get into my wri… https://t.co/pZyGiISphV,0,Twitter for Android,
Just John,37572085,nyc,2023-01-24 21:50:39,"@CynthiaLIVE Back in the 90s, I saw so miss treated, I walked in to work with jeans and a T-shirt and said “I quit… https://t.co/QNG27i49vp",0,Twitter for iPhone,
TAG24 NEWS,1354147301137248257,New York City,2023-01-24 21:50:02,"The battle for the beast of the Big East is on! Will Xavier or UConn prevail?
#collegebasketball #NCAA
 https://t.co/pDfFDnIs2p",0,TAG24-NEWS,
Cross River,81038813,"Fort Lee, NJ",2023-01-24 21:49:46,Together with @JAofNJ we are committed to equipping our youth with #financial competency skills to succeed in colle… https://t.co/D6zy66H3Zu,3,Twitter Web App,
K.Lo,785746748,"Jersey City, NJ",2023-01-24 21:46:40,@JoeFarnsworth8 @jeremycyoung Have you read the curriculum?  It's only 80+ pages and looks like a great course.  I… https://t.co/9qjVamFroy,0,Twitter for Android,
Peeziey,1023923141050068992,"Fair Lawn, NJ",2023-01-24 21:46:24,"Borderline all American, but with that name deff getting in. Regardless. Should be a 5 star recruit and can play on… https://t.co/VyZroKpSXp",0,Twitter for iPhone,
victoria ☮️ 🦋,251103837,nyc,2023-01-24 21:46:06,These college kids behind me are giggling bc they have a flip phone and are baffled that it has a different number than their iphone …,0,Twitter for iPhone,
Ferrall on SportsGrid,1042968456,"New York, NY",2023-01-24 21:45:39,"We are talking College Hoops and Bracketology with @jppalmCBS on ""Ferrall Coast to Coast"" with @ScottFerrall on… https://t.co/UvdkWVd2Zz",2,TweetDeck,
sam,23055161,New York City,2023-01-24 21:43:20,"@_megconley I know this isn’t for everyone, but has she looked into the nyc teaching fellows program? My brother di… https://t.co/BDbPkMtzA9",0,Twitter for iPad,
GnomeDaz,726248239930970112,"New York, USA",2023-01-24 21:42:44,"@scubasteve8771 @calebkitcho @EliApple @Bengals Ah, the hallmark of a great point argued by someone with class, int… https://t.co/KdfhgQ0FF9",0,Twitter Web App,
Alejandro Kaplan,1475866337209634826,"Montclair, NJ",2023-01-24 21:37:40,@bobcatarts @elmforkJBGC Plan on getting a gun but want to know how to use it first and after I finish college,0,Twitter for iPhone,
Daniel Kalban-American Dreams in Jan Previews!,1398090512,"Brooklyn, NY",2023-01-24 21:37:31,Used to ride past it almost every day on my way to college XD https://t.co/M7AUAt4b8Y,0,Twitter Web App,
Ocean Breeze Park & Athletic Complex,2427510756,"New York, NY",2023-01-24 21:36:13,"2023 Ocean Breeze College Fair Set for February 4 &amp; 5!

Still time to register! https://t.co/3T0Lpm6hOA",0,SIDEARM Sports,
🟣S.L. PrayersforPeace🙏🏼🌻,33360006,"New York, NY",2023-01-24 21:35:24,"@NDNTreatyLuvr What a gift! I knew two great grandparents. Both passed before I was 10. Still, i had all my grandpa… https://t.co/JdoyGHFLyg",0,Twitter for iPhone,
Laurie Parise,1457826203528798211,"New York, NY",2023-01-24 21:33:25,YouTube unveils new program that enables students to earn college credits https://t.co/LbiyJn0y7j,0,IFTTT,
Antonio 🇵🇷,1307356803886387201,"Bronx, NY",2023-01-24 21:33:09,"@WhitlockJason 1st, people still pay attention to ESPN?

2nd, why does it matter if they lead with women’s college… https://t.co/K9pTY0Vigr",0,Twitter for iPhone,
Jack Maitre,1442676859,"Bloomfield, NJ",2023-01-24 21:31:58,"@DaddyRolleda1 @Dungeonlibrary In my childhood home, the sounding of the smoke alarm was a signal that dinner was r… https://t.co/oIcsVLrt0M",0,Twitter Web App,
honda gang,448392085,"New York, NY",2023-01-24 21:31:18,Shockingly close to my “natties and eggs” diet when I was out of money junior year of college https://t.co/oxVje5Fsjv,0,Twitter for iPhone,
"La Toro Yates, Ph. D.",2291595728,"South Bronx, NY",2023-01-24 21:28:37,"#soulofthesouthbx
#weseeyou
#webuilbchampions
CUNY Hostos Community College https://t.co/2MlU8SHL76",0,LinkedIn,
Isaiah L. Carter,97000212,"Brooklyn, NY",2023-01-24 21:27:43,I'm so sick of this narcissistic fucking presentism that seems to be oozing out from college campuses all over this… https://t.co/SOt5Kpola0,5,Twitter for Android,
Ferrall on SportsGrid,1042968456,"New York, NY",2023-01-24 21:26:59,"It's time for an all new edition of ""The Lion's Share"" brought to you by @BetMGM on ""Ferrall Coast to Coast"" with… https://t.co/TpTWwYTLHg",1,TweetDeck,
